1693778309458220	200	55158
1693778309469161	200	53144
1693778309459865	200	62475
1693778309459684	200	62664
1693778309459776	200	62580
1693778309459641	200	62722
1693778309459946	200	62425
1693778309469162	200	67241
1693778309469683	200	67374
1693778309469863	200	71552
1693778309469729	200	71728
1693778309470032	200	71482
1693778309469905	200	71622
1693778309472179	200	69462
1693778309472297	200	69416
1693778309472376	200	69385
1693778309471183	200	71284
1693778309475987	200	79609
1693778309469735	200	88303
1693778309469863	200	88559
1693778309476187	200	82259
1693778309476252	200	82246
1693778309470033	200	88961
1693778309469162	200	89854
1693778309469684	200	89348
1693778309476250	200	82828
1693778309476360	200	82739
1693778309469911	200	89212
1693778309482279	200	80172
1693778309482323	200	80148
1693778309482442	200	80086
1693778309481323	200	85575
1693778309469162	200	99298
1693778309469684	200	98987
1693778309469863	200	99293
1693778309469735	200	99674
1693778309469911	200	99582
1693778309470033	200	100328
1693778309486410	200	84482
1693778309486527	200	84925
1693778309486453	200	85022
1693778309486488	200	85823
1693778309486561	200	86134
1693778309482279	200	93235
1693778309482323	200	93279
1693778309482443	200	93851
1693778309481323	200	95279
1693778309469173	200	110564
1693778309469684	200	110525
1693778309469863	200	110883
1693778309469735	200	111037
1693778309470033	200	111735
1693778309469911	200	111876
1693778309486410	200	97667
1693778309486453	200	102073
1693778309486527	200	102017
1693778309482280	200	106394
1693778309486488	200	102204
1693778309486567	200	102139
1693778309482323	200	107167
1693778309482443	200	107129
1693778309481323	200	108345
1693778309469684	200	131874
1693778309469912	200	132192
1693778309469174	200	132987
1693778309486527	200	115871
1693778309469863	200	132555
1693778309469735	200	132705
1693778309470033	200	133084
1693778309486410	200	116840
1693778309486488	200	117245
1693778309486453	200	117301
1693778309486567	200	117232
1693778309482280	200	122538
1693778309482323	200	122516
1693778309482443	200	122437
1693778309481323	200	123577
1693778309469863	200	148091
1693778309469735	200	148424
1693778309469685	200	148496
1693778309469174	200	149027
1693778309482280	200	136323
1693778309486567	200	132068
1693778309486488	200	132175
1693778309486527	200	132154
1693778309486453	200	132248
1693778309486410	200	132308
1693778309469912	200	148824
1693778309470033	200	148720
1693778309482324	200	137711
1693778309481323	200	138757
1693778309482443	200	137657
1693778309470033	200	150131
1693778309469685	200	150510
1693778309469736	200	150498
1693778309469912	200	150342
1693778309469863	200	150435
1693778309469174	200	151143
1693778309486411	200	134237
1693778309486527	200	135283
1693778309486453	200	135395
1693778309486489	200	135974
1693778309486567	200	136991
1693778309481324	200	146119
1693778309482443	200	145102
1693778309482324	200	145254
1693778309482280	200	145325
1693778309470033	200	162452
1693778309469912	200	162704
1693778309469864	200	162771
1693778309469736	200	162918
1693778309469174	200	163495
1693778309469685	200	162999
1693778309486411	200	146366
1693778309486527	200	147524
1693778309486453	200	147630
1693778309486567	200	149078
1693778309486489	200	149186
1693778309482280	200	155044
1693778309482324	200	155033
1693778309482444	200	155362
1693778309481324	200	158518
1693778309469685	200	170580
1693778309469736	200	172373
1693778309469174	200	172959
1693778309469864	200	172525
1693778309470033	200	172936
1693778309469912	200	173086
1693778309486411	200	159200
1693778309482324	200	170203
1693778309486453	200	166099
1693778309486568	200	166033
1693778309486489	200	166164
1693778309486527	200	166141
1693778309482280	200	170428
1693778309481324	200	171575
1693778309482444	200	170480
1693778309469736	200	183274
1693778309469685	200	183341
1693778309469174	200	183884
1693778309470034	200	185268
1693778309469912	200	185497
1693778309469864	200	185562
1693778309486411	200	174266
1693778309481324	200	179988
1693778309482444	200	178896
1693778309482324	200	179035
1693778309482280	200	179101
1693778309486489	200	175023
1693778309486453	200	175084
1693778309486568	200	174984
1693778309486527	200	175177
1693778309469685	200	195160
1693778309469736	200	195143
1693778309469174	200	195760
1693778309486489	200	183713
1693778309486454	200	183867
1693778309486568	200	183769
1693778309486527	200	183824
1693778309486411	200	183953
1693778309469912	200	200463
1693778309470034	200	200354
1693778309469864	200	200536
1693778309481324	200	192979
1693778309482444	200	191975
1693778309482324	200	192109
1693778309482280	200	192167
1693778309469736	200	205481
1693778309469686	200	205560
1693778309469175	200	208415
1693778309486568	200	192356
1693778309486527	200	192543
1693778309469912	200	209182
1693778309470034	200	209077
1693778309486411	200	192715
1693778309469864	200	209276
1693778309486489	200	193555
1693778309486454	200	193644
1693778309482281	200	200357
1693778309482324	200	200766
1693778309482444	200	201277
1693778309481324	200	202934
1693778309486411	200	203255
1693778309486528	200	204313
1693778309486568	200	204917
1693778309486454	200	206057
1693778309469736	200	224516
1693778309469686	200	224598
1693778309486489	200	207814
1693778309482281	200	214526
1693778309469175	200	227752
1693778309482444	200	214501
1693778309482324	200	214632
1693778309481324	200	215758
1693778309469864	200	228495
1693778309469912	200	231285
1693778309470034	200	231267
1693778309486411	200	221061
1693778309469686	200	240567
1693778309469736	200	240541
1693778309469175	200	241119
1693778309469864	200	241951
1693778309486528	200	225330
1693778309470034	200	241842
1693778309469913	200	243856
1693778309486454	200	227407
1693778309486568	200	227309
1693778309486489	200	228205
1693778309482324	200	236027
1693778309482281	200	236134
1693778309482444	200	235997
1693778309481324	200	237559
1693778309469686	200	252861
1693778309469736	200	254539
